# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-a" "chr19.gtf" "-o" "raw_counts.txt" "sample1_sorted.bam" "sample2_sorted.bam" "control1_sorted.bam" "control2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	sample1_sorted.bam	sample2_sorted.bam	control1_sorted.bam	control2_sorted.bam
ENSMUSG00002075623	19	13577024	13577132	-	109	0	0	0	0
ENSMUSG00002076425	19	13582363	13582471	-	109	0	0	0	0
ENSMUSG00000094846	19;19;19;19;19;19;19;19;19	13594739;13594784;13594789;13595285;13596502;13596528;13596580;13596580;13596580	13594883;13594883;13594812;13595361;13600436;13597475;13598540;13598540;13596991	+;+;+;+;+;+;+;+;+	4157	1	0	2	0
ENSMUSG00000109285	19	13602989	13603124	+	136	0	0	0	0
ENSMUSG00000045678	19;19;19;19	13608985;13609508;13610308;13610448	13609127;13609600;13611418;13621351	+;+;+;+	11280	2	5	11	1
ENSMUSG00000077291	19	13612947	13613078	-	132	0	0	0	0
ENSMUSG00000061387	19;19;19;19;19	13628455;13628455;13631792;13631810;13634797	13628501;13628501;13636909;13632760;13636909	+;+;+;+;+	5165	0	0	0	1
ENSMUSG00000051156	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	13674632;13674632;13674632;13674632;13674636;13676974;13676974;13676974;13676977;13676977;13680551;13680551;13682188;13682188;13682188;13682188;13682191;13682193	13674926;13674926;13674926;13674926;13674926;13677052;13677052;13677052;13677052;13677052;13680601;13680601;13683491;13683491;13683491;13683491;13683491;13683152	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1729	0	0	0	0
ENSMUSG00000109527	19	13695377	13696241	+	865	0	0	0	0
ENSMUSG00000109520	19;19;19;19;19	13700642;13700642;13701167;13703608;13703608	13700678;13700678;13701217;13705347;13705347	+;+;+;+;+	1828	0	0	0	0
ENSMUSG00000050865	19;19;19;19;19;19;19;19;19;19;19	13717092;13717092;13717404;13720105;13720105;13720105;13722381;13726470;13726472;13726806;13726806	13717741;13717741;13717741;13720184;13720184;13720184;13722432;13727839;13727419;13727843;13727839	+;+;+;+;+;+;+;+;+;+;+	2156	0	0	0	0
ENSMUSG00000047207	19;19;19;19;19;19	13741970;13742643;13742643;13745671;13745703;13745703	13741985;13742779;13742757;13746759;13747612;13747612	+;+;+;+;+;+	2095	0	0	0	0
ENSMUSG00000048356	19;19;19;19	13755242;13757912;13757912;13757972	13755322;13758978;13758978;13760284	+;+;+;+	2454	0	0	0	0
ENSMUSG00000044040	19;19;19	13771688;13772029;13775206	13772998;13772973;13775566	-;-;-	1672	0	0	0	0
ENSMUSG00000109530	19;19	13781792;13783502	13782662;13783621	-;-	991	0	0	0	0
ENSMUSG00000045395	19;19;19	13791639;13791971;13796531	13793191;13793022;13796811	-;-;-	1834	0	0	0	0
ENSMUSG00000054526	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	13804246;13804246;13804246;13804246;13804246;13804246;13804799;13806085;13806085;13806085;13806085;13806085;13806443;13806443;13806443;13806443;13806443;13806443;13807184;13807184;13807184;13807184;13807184;13807184;13807803;13807803;13807803;13807803;13807803	13805637;13805934;13806217;13805934;13805934;13805934;13805823;13806217;13806217;13806217;13806172;13806217;13806695;13806695;13806695;13806695;13806695;13806695;13807370;13807254;13807254;13807231;13807231;13807805;13807852;13807845;13807834;13807816;13807816	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2894	0	0	0	2
ENSMUSG00000057270	19;19;19;19;19	13812397;13812397;13815588;13827532;13827980	13816549;13816549;13816535;13827773;13828056	-;-;-;-;-	4472	0	0	0	0
ENSMUSG00000056858	19	13839159	13840109	+	951	0	0	0	0
ENSMUSG00000058078	19	13854815	13855617	+	803	0	0	0	0
ENSMUSG00000059105	19;19;19	13864284;13864585;13875082	13865586;13865669;13875292	-;-;-	1597	0	0	0	1
ENSMUSG00000062314	19;19;19;19;19;19;19	13890894;13890894;13893365;13893365;13896166;13896166;13896306	13891177;13891177;13893582;13893700;13899230;13899230;13897408	+;+;+;+;+;+;+	3685	4	5	5	8
ENSMUSG00000098074	19	13994947	13995735	-	789	0	0	0	0
ENSMUSG00000025225	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	46292759;46293183;46293239;46294135;46294369;46294369;46294369;46294437;46294437;46294437;46294560;46294722;46294722;46294722;46294722;46294722;46294722;46294722;46294925;46294925;46294925;46294925;46294925;46294925;46295210;46295210;46295210;46295210;46295210;46295210;46295210;46295210;46295381;46295381;46295381;46295381;46295381;46295381;46295381;46295803;46295803;46295803;46295803;46295803;46295803;46295803;46295999;46295999;46295999;46295999;46295999;46295999;46295999;46296395;46296395;46296395;46296395;46296395;46296395;46296395;46296612;46296612;46296612;46296612;46296612;46296612;46296612;46296784;46296784;46296784;46296784;46296784;46296784;46296784;46297068;46297068;46297068;46297068;46297068;46297068;46297068;46297304;46297304;46297304;46297304;46297304;46297304;46297304;46297594;46297594;46297594;46297594;46297594;46297594;46298094;46298094;46298094;46298094;46298094;46298094;46298094;46298282;46298282;46298282;46298282;46298282;46298282;46298282;46298647;46298647;46298647;46298647;46298647;46298647;46298647;46298936;46298936;46298936;46298936;46298936;46298936;46298936;46299163;46299163;46299163;46299163;46299163;46299163;46299163;46299448;46299448;46299448;46299448;46299448;46299721;46299721;46299721;46299721;46299721;46299721;46299721;46300020;46300020;46300020;46300020;46300020;46300020;46300020;46300212;46300212;46300212;46300212;46300212;46300212	46293259;46293259;46293400;46294463;46294463;46294463;46294463;46294463;46294463;46294463;46294803;46294803;46294965;46294965;46294803;46294803;46294803;46294803;46294965;46294965;46294965;46294965;46294965;46294965;46295308;46295308;46295308;46295308;46295308;46295308;46295308;46295308;46295532;46295532;46295532;46295532;46295532;46295532;46295532;46295909;46295909;46295909;46295909;46295909;46295909;46295909;46296157;46296157;46296157;46296157;46296157;46296157;46296157;46296499;46296499;46296499;46296499;46296499;46296499;46296499;46296697;46296697;46296697;46296697;46296697;46296697;46296697;46296922;46296922;46296922;46296922;46296922;46296922;46296922;46297193;46297193;46297193;46297193;46297193;46297193;46297193;46297513;46297513;46297735;46297513;46297513;46297513;46297513;46297735;46297735;46297735;46297735;46297735;46297735;46298208;46298208;46298208;46298208;46298208;46298208;46298208;46298495;46298495;46298495;46298495;46298495;46298495;46298495;46298816;46298816;46298816;46298816;46298816;46298816;46298816;46299038;46299038;46299038;46299038;46299038;46299038;46299038;46299314;46299314;46299314;46299314;46299314;46299314;46299314;46299517;46299517;46299517;46299517;46299517;46299893;46299893;46299893;46299893;46299893;46299893;46299893;46300131;46300131;46300131;46300131;46300131;46300131;46300824;46300333;46300333;46300333;46300466;46300529;46300461	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4584	57	37	21	45
ENSMUSG00000024642	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	14425514;14425514;14429007;14429007;14429428;14429428;14429784;14429784;14430943;14430943;14432105;14432105;14441673;14441673;14442108;14442108;14442650;14442650;14443913;14443913;14444544;14444544;14445516;14445516;14469147;14493723;14495136;14495136;14521090;14522152;14522152;14541753;14541753;14541753;14571748;14571748;14571748;14572826;14572954;14572954;14574121;14574121;14574732;14574732	14427205;14427205;14429083;14429083;14429578;14429578;14429931;14429931;14431190;14431190;14432354;14432354;14441749;14441749;14442301;14442301;14442782;14442782;14444065;14444065;14444597;14444597;14445635;14445635;14469163;14493739;14495337;14495337;14522226;14522226;14522226;14541815;14541815;14541815;14571792;14571792;14571792;14572903;14573017;14573017;14574218;14574218;14575415;14575415	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5702	425	659	579	794
ENSMUSG00000103488	19	14636031	14636297	+	267	0	0	0	0
ENSMUSG00002076668	19	14695722	14695844	-	123	0	0	0	0
ENSMUSG00000063586	19	14936913	14938130	-	1218	682	670	1125	940
ENSMUSG00000118757	19	15657368	15657474	+	107	1	0	0	0
ENSMUSG00000117995	19;19	15780422;15781397	15780483;15785017	+;+	3683	0	0	0	1
ENSMUSG00000024640	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	15882042;15882491;15882494;15884294;15884294;15884294;15886665;15886665;15886665;15892228;15892228;15892373;15894203;15894427;15894441;15894441;15894441;15895570;15895570;15895570;15895570;15895767;15896819;15896819;15896819;15896819;15897864;15898300;15898300;15898300;15898300;15901668;15902228;15902228;15924649	15883515;15883515;15883515;15884431;15884431;15884431;15887076;15886793;15886793;15892397;15892397;15892397;15894321;15894613;15894613;15894613;15894613;15895775;15895701;15895775;15895775;15895775;15896888;15896888;15896888;15896888;15898360;15898773;15898360;15898360;15898360;15901986;15902294;15902423;15924701	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4254	1729	1716	2171	1940
ENSMUSG00000090147	19	15920974	15921529	+	556	0	1	0	0
ENSMUSG00000041491	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	15933137;15933138;15933345;15933967;15935459;15936896;15936896;15936896;15938307;15938307;15938307;15939736;15939736;15939736;15946436;15946436;15946436;15947897;15947897;15947897;15948260;15948260;15948260;15951720;15951720;15951720;15952252;15952252;15953613;15953613;15953613;15956145;15956145;15956145;15958456;15958456;15958456;15958829;15958829;15958829;15958992;15958992;15958992;15961977;15961977;15961977	15933767;15933767;15933767;15934033;15935525;15937064;15937064;15937064;15938473;15938473;15938473;15939813;15939813;15939813;15946564;15946564;15946564;15947942;15947942;15947942;15948395;15948395;15948395;15952316;15951831;15951831;15952316;15952316;15953726;15953726;15953726;15956319;15956319;15956319;15958559;15958559;15958559;15958901;15958901;15958901;15959164;15959164;15959164;15962057;15962353;15962337	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3103	94	129	171	152
ENSMUSG00000117711	19	16002815	16003081	+	267	921	673	951	656
ENSMUSG00000037126	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	46300526;46300526;46300526;46300526;46300890;46301741;46301741;46301741;46301741;46301741;46301801;46302093;46302093;46302093;46302093;46302093;46302093;46302615;46302615;46302615;46302615;46302615;46302902;46302902;46302902;46302902;46302902;46303052;46303052;46303052;46303052;46303052;46304472;46304472;46304472;46304472;46304472;46305922;46306093;46307913;46307913;46307913;46308097;46308097;46308097;46308690;46308690;46308690;46308966;46308966;46308966;46309208;46309208;46309208;46309535;46310495;46310495;46310495;46310715;46311567;46311567;46311567;46311567;46311567;46312353;46312353;46312353;46312353;46312715;46312715;46312715;46313053;46313172;46313294;46313325;46313393;46314606;46314606;46314606;46314606;46314606;46314606;46314625;46314840;46314902;46315337;46315337;46315523;46315523;46315523;46315523	46301368;46301368;46301368;46301368;46301368;46301884;46301884;46301884;46301884;46301884;46301884;46302237;46302237;46302743;46302237;46302237;46302237;46302772;46302772;46302772;46302772;46302772;46302972;46302972;46302972;46302972;46302972;46303242;46303242;46303242;46303242;46303242;46304515;46304515;46304515;46304515;46304515;46306030;46306530;46308002;46308002;46308002;46308155;46308155;46308155;46308802;46308802;46308802;46309046;46309046;46309046;46309405;46309405;46309402;46310935;46310935;46310935;46310935;46310935;46311921;46311921;46314025;46311921;46311921;46312455;46312498;46312455;46312455;46313452;46313440;46313452;46313452;46313452;46313452;46313452;46313452;46314661;46314661;46314621;46314661;46314661;46314661;46315061;46314945;46315047;46315588;46315446;46315595;46315560;46315567;46315595	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7636	1350	2317	3820	3597
ENSMUSG00000024639	19;19;19;19;19;19;19;19;19;19;19;19;19	16110195;16110660;16196952;16196952;16196996;16293381;16293381;16293381;16294454;16309441;16312345;16355521;16360568	16110825;16110825;16197136;16197136;16197136;16293535;16293891;16293535;16294638;16309569;16312474;16355674;16364827	+;+;+;+;+;+;+;+;+;+;+;+;+	6185	1790	2418	3467	2970
ENSMUSG00000057990	19	16141676	16142169	-	494	11026	11536	14807	11215
ENSMUSG00000075268	19	16244425	16244985	-	561	3210	4345	4977	5567
ENSMUSG00000078528	19	16255161	16256140	+	980	2233	3821	3346	4875
ENSMUSG00000098718	19	16292256	16292368	-	113	0	0	0	3
ENSMUSG00000118142	19	16390858	16391654	+	797	11	11	15	15
ENSMUSG00000025226	19;19;19;19;19;19;19;19;19	46316623;46316626;46316842;46317114;46317114;46317527;46317527;46318541;46318541	46316965;46316740;46316965;46317267;46317267;46318032;46318032;46318884;46318885	+;+;+;+;+;+;+;+;+	1348	165	187	426	329
ENSMUSG00000118033	19;19;19;19	16393190;16396619;16399735;16399941	16393870;16396720;16399773;16400193	-;-;-;-	1075	7	6	12	7
ENSMUSG00000024697	19;19;19;19;19;19;19;19;19;19;19;19;19;19	16413126;16416664;16511077;16511077;16576304;16576304;16580628;16580628;16582327;16582327;16585347;16585347;16586704;16586704	16414181;16416807;16511261;16511261;16576458;16576458;16580756;16580756;16582456;16582456;16585500;16585500;16587183;16588184	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3434	12	21	16	13
ENSMUSG00000117699	19	16467886	16468428	-	543	13	27	11	19
ENSMUSG00000118023	19	16549524	16549832	-	309	159	273	177	356
ENSMUSG00000036748	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	46318251;46318251;46318251;46318979;46318983;46318983;46318985;46319359;46319359;46319359;46319359;46319359;46319359;46319359;46319365;46319491;46319491;46319491;46319491;46319491;46319491;46319491;46319491;46319728;46319729;46319729;46319729;46319729;46319729;46319729;46319729;46319729;46319803;46319985;46319985;46319985;46319985;46319985;46319985;46319985;46319985;46319985;46319985;46319993;46320074;46320196;46320196;46320196;46320196;46320196;46320196;46320196;46320196;46320196;46320196;46320196;46320352;46320352;46320352;46320352;46320352;46320352;46320352;46320352;46320352;46320352;46320352;46320352;46320354;46321057;46321057;46321057;46321057;46321057;46321057;46321057;46321057;46321057;46321057;46321057;46321057;46321060;46326749;46326752;46326752;46326752;46326752;46326752;46326752;46326959;46327008;46327008;46327008;46327008;46327008;46327008;46327008;46327008;46327008	46319273;46319273;46319273;46319273;46319273;46319273;46319273;46319419;46319419;46319419;46319419;46319419;46319419;46319419;46319419;46319552;46319552;46319552;46319552;46319552;46319552;46319552;46319552;46319905;46319905;46319905;46319811;46319905;46319905;46319905;46319905;46319905;46319905;46320112;46320112;46320112;46320112;46320112;46320058;46320112;46320112;46320079;46320112;46320257;46320112;46320257;46320257;46320257;46320257;46320257;46320257;46320257;46320257;46320257;46320257;46320257;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46320495;46321140;46321140;46321140;46321140;46321280;46321218;46321140;46321137;46321140;46321140;46321140;46321137;46321140;46326850;46326869;46326859;46327141;46326859;46326850;46326869;46327069;46327099;46327099;46327066;46327065;46327056;46327063;46327047;46327077;46327059	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2358	1416	2046	2036	2752
ENSMUSG00000025227	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	46329560;46345319;46345374;46345378;46354750;46354750;46354750;46355173;46355649;46355649;46355649;46355649;46356148;46356148;46356148;46356148;46356148;46356705;46356705;46356705;46356705;46357676;46357676;46357676;46357676;46360375;46360375;46360621;46360621;46360621;46360621;46362885;46362885;46362885;46362885	46329609;46345423;46345423;46345423;46354992;46354992;46354992;46355731;46355731;46355731;46355731;46355731;46356417;46356600;46356600;46356600;46356600;46356828;46356828;46356828;46356828;46357772;46357772;46357772;46357772;46360546;46360546;46360814;46360814;46360814;46360814;46363691;46363691;46363691;46363691	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2804	474	591	584	749
ENSMUSG00000070127	19	46331201	46331309	+	109	0	0	0	0
ENSMUSG00000099655	19;19	46336640;46338635	46337905;46338741	-;-	1373	20	14	23	27
ENSMUSG00000065204	19	46347475	46347583	+	109	0	0	1	0
ENSMUSG00000025228	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	46365250;46365253;46365580;46367047;46367047;46367047;46367852;46367852;46368021;46368021;46368688;46368688;46369356;46369356;46369403;46370168;46370733;46370733;46370733;46372659;46372659;46372659;46372661;46373452;46373452;46373452;46373452;46375088;46375891;46375891;46375891;46375891;46375891;46380788;46384069;46384069;46384069;46384069;46384069;46384069	46366908;46366908;46366908;46367087;46367087;46367087;46367939;46367913;46368195;46368195;46368780;46368780;46369572;46369572;46369572;46370857;46370857;46370857;46370857;46372784;46372784;46372784;46372784;46373527;46373527;46373527;46373527;46375955;46375955;46375955;46375955;46375955;46375955;46380955;46384164;46384168;46384137;46384187;46384177;46384186	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4320	2656	3626	3151	4698
ENSMUSG00000046230	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	16592730;16593050;16594127;16596458;16596458;16596458;16596742;16596742;16596742;16597988;16597988;16597988;16602142;16605536;16608332;16609920;16612571;16613133;16613133;16613133;16613133;16617354;16617354;16617354;16617354;16617566;16617566;16617566;16617566;16617901;16617901;16617901;16617901;16618148;16618148;16618148;16618922;16618922;16618922;16621113;16621113;16621113;16622942;16623213;16623213;16623213;16624957;16624957;16624957;16624957;16628783;16628783;16628783;16628783;16630051;16630051;16630051;16630051;16631205;16631205;16631205;16631205;16631705;16631705;16631705;16631705;16632573;16632573;16632573;16632573;16633223;16633223;16633223;16633223;16635968;16635968;16635968;16635968;16637812;16637812;16637812;16637812;16638361;16638361;16638361;16638361;16638655;16639147;16641116;16641116;16641116;16641116;16641372;16641372;16641372;16641372;16641873;16641873;16641873;16641873;16643112;16643518;16643518;16643518;16645962;16645962;16645962;16653410;16653410;16653410;16655218;16655218;16655218;16655609;16655609;16657374;16657374;16659234;16659234;16660148;16660148;16662532;16662642;16662642;16663793;16663793;16663793;16664448;16664448;16665311;16665311;16669111;16669111;16672823;16672823;16676172;16676172;16678485;16678485;16680868;16680868;16681052;16681052;16681896;16681896;16683239;16683239;16684691;16684691;16687635;16687635;16688151;16688151;16692413;16692413;16697693;16697693;16699702;16699759;16699759;16701004;16701004;16701004;16702921;16702921;16702921;16711389;16712079;16712079;16712079;16712279;16712279;16712279;16712279;16718127;16718127;16718127;16718127;16718344;16718541;16718541;16718541;16718541;16719803;16719803;16719803;16719803;16719803;16720360;16720360;16720360;16720360;16720360;16722150;16722150;16722188;16723025;16723025;16723025;16723025;16723315;16723315;16723315;16723315;16726890;16726890;16726890;16726890;16727211;16727211;16727211;16727211;16727486;16727486;16727486;16729483;16729483;16729483;16729684;16731616;16731616;16731616;16736951;16736951;16736951;16736951;16737305;16737305;16737305;16737305;16739513;16739513;16739513;16739513;16743861;16743861;16743861;16743861;16758034;16758034;16758034;16758034	16594279;16594279;16594279;16596532;16596532;16596532;16596865;16596865;16596865;16598073;16598073;16598073;16602260;16605684;16608711;16610526;16612957;16613244;16613244;16613244;16613244;16617477;16617477;16617477;16617477;16617611;16617611;16617611;16617611;16618064;16617982;16618064;16618064;16618223;16618223;16618223;16619035;16619035;16619035;16621194;16621194;16621194;16623358;16623358;16623358;16623358;16625070;16625070;16625070;16625070;16628888;16628888;16628888;16628888;16630120;16630120;16630120;16630120;16631286;16631286;16631286;16631286;16631851;16631851;16631851;16631851;16632723;16632723;16632723;16632723;16633455;16633455;16633455;16633455;16636097;16636097;16636097;16636097;16637945;16637945;16637945;16637945;16638489;16638489;16638489;16638489;16638858;16639323;16641262;16641262;16641262;16641262;16641476;16641476;16641476;16641476;16642268;16642012;16642268;16642268;16643648;16643800;16643800;16643800;16646065;16646065;16646065;16653570;16653570;16653570;16655343;16655473;16655473;16655767;16655767;16657475;16657475;16659590;16659590;16660240;16660240;16662874;16662874;16662874;16663937;16664007;16664007;16664617;16664617;16665435;16665435;16669261;16669261;16672970;16672970;16676476;16676476;16678652;16678652;16680971;16680971;16681168;16681168;16682049;16682049;16683298;16683298;16684770;16684770;16687791;16687791;16688305;16688305;16692491;16692491;16697831;16697831;16699876;16699876;16699876;16701136;16701136;16701136;16703057;16703057;16703057;16712193;16712193;16712193;16712193;16712465;16712465;16712465;16712465;16718269;16718269;16718269;16718269;16718635;16718635;16718635;16718635;16718635;16719932;16719932;16719932;16719932;16719932;16720402;16720422;16720422;16720422;16720422;16722321;16722321;16722321;16723131;16723131;16723131;16723131;16723442;16723442;16723442;16723442;16726947;16726947;16726947;16726947;16727291;16728302;16727291;16727291;16727545;16727545;16727545;16729542;16729542;16729542;16731725;16731725;16731725;16731725;16737052;16737052;16737052;16737052;16737400;16737400;16737400;16737400;16739555;16739555;16739555;16739555;16743904;16743904;16743904;16743904;16758297;16758276;16758186;16758291	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	17801	111	417	357	450
